	Unnamed: 0	id	utterances	utterances_ntclean	sender	addressee	Comfun1	dial_type	Comfun2	interjection	subobjvrb	aux_keywords	Dim1	Dim2	Comfun3	dialog_policy	dialog_CA
1472	1472	DID8	Well	Well	p1	p2	Stalling	chitChatHh	turnTake	Well	 		Time Management	Turn Management	Stalling	CoOccur	FPPinsert
1473	1473	DID8	I had never been there	I had never been there	p1	p2	Inform	chitChatHh		I	I had been	had never been	Ta		Inform	Progressive	FPPinsert
1474	1474	DID8	that is pretty neat	that is pretty neat	p1	p2	Inform	chitChatHh			that is		Ta		Inform	Progressive	FPPinsert
1475	1475	DID8	My sisters both seem to like it pretty well	My sisters both seem to like it pretty well	p1	p2	Inform	chitChatHh		sisters	sisters it seem like	to like it	Ta		Inform	Progressive	FPPinsert
1476	1476	DID8	My brother in law works for the University in Dallas	My brother in law works for the University in Dallas	p1	p2	Inform	chitChatHh		brother law	brother law works		Ta		Inform	Progressive	FPPinsert
1477	1477	DID8	um	um	p1	p2	Stalling	chitChatHh		um	 		Time Management		Stalling	CoOccur	FPPinsert
1478	1478	DID8	Wh	Wh	p2	p1	Setquestion	chitChatHh			 		Ta		Setquestion	Binding	FPPbase
1479	1479	DID8	He is admissions director	He is admissions director	p1	p2	Inform	chitChatHh		admissions director	He admissions director is		Ta		Inform	Progressive	FPPinsert
1480	1480	DID8	At at	At at	p2	p1	Turntake	chitChatHh	stalling		 		Turn Management	Time Management	Turntake	CoOccur	FPPinsert
1481	1481	DID8	at which one	at which one	p2	p1	Setquestion	chitChatHh			 		Ta		Setquestion	Binding	FPPbase
1482	1482	DID8	Uh	Uh	p1	p2	Turntake	chitChatHh	stalling	Uh	 		Turn Management	Time Management	Turntake	CoOccur	FPPinsert
1483	1483	DID8	University of Texas in Dallas	University of Texas in Dallas	p1	p2	Answer	chitChatHh			 		Ta		Answer	Progressive	SPPbase
1484	1484	DID8	Oh okay	Oh okay	p2	p1	Autopositive	chitChatHh	stalling	Oh okay	 		Auto Feedback	Time Management	Autopositive	CoOccur	SPPinsert
1485	1485	DID8	Yeah	Yeah	p1	p2	Autopositive	chitChatHh		Yeah	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1486	1486	DID8	it is just north of me here	it is just north of me here	p2	p1	Inform	chitChatHh			it is		Ta		Inform	Progressive	FPPinsert
1487	1487	DID8	Yeah	Yeah	p1	p2	Autopositive	chitChatHh		Yeah	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1488	1488	DID8	Well	Well	p1	p2	Turnkeep	chitChatHh		Well	 		Turn Management		Turnkeep	CoOccur	FPPinsert
1489	1489	DID8	that is	that is	p1	p2	Retraction	chitChatHh			that 		Other Communication Management		Retraction	CoOccur	FPPinsert
1490	1490	DID8	he is got a job there	he is got a job there	p1	p2	Inform	chitChatHh		a job 	job job is got	is got a	Ta		Inform	Progressive	FPPinsert
1491	1491	DID8	and this is his first year	and this is his first year	p1	p2	Inform	chitChatHh		and year	this year is		Ta		Inform	Progressive	FPPinsert
1492	1492	DID8	so it is been a real interesting thing for them	so it is been a real interesting thing for them	p1	p2	Inform	chitChatHh		so a thing	thing is been	is been a	Ta		Inform	Progressive	FPPinsert
1493	1493	DID8	that is great	that is great	p2	p1	Autopositive	chitChatHh			that is		Auto Feedback		Autopositive	CoOccur	SPPinsert
1494	1494	DID8	But they seem to like it okay	But they seem to like it okay	p1	p2	Inform	chitChatHh		But okay	they it seem like	to like it	Ta		Inform	Progressive	FPPinsert
1495	1495	DID8	I think they are too far away from me	I think they are too far away from me	p1	p2	Inform	chitChatHh		I	I they think are		Ta		Inform	Progressive	FPPinsert
1496	1496	DID8	but maybe some day they can get closer	but maybe some day they can get closer	p1	p2	Inform	chitChatHh		but day	day they can get	can get closer	Ta		Inform	Progressive	FPPinsert
1497	1497	DID8	Well	Well	p2	p1	Turntake	chitChatHh		Well	 		Turn Management		Turntake	CoOccur	FPPinsert
1498	1498	DID8	yeah	yeah	p2	p1	Autopositive	chitChatHh		yeah	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1499	1499	DID8	we will see	we will see	p1	p2	Interactionstructuring	chitChatHh			we will see		Dialogue Structuring		Interactionstructuring	Binding	FPPbase
1500	1500	DID8	Pretty good trip	Pretty good trip	p2	p1	Agreement	chitChatHh		trip	trip 		Ta		Agreement	Progressive	SPPbase
1501	1501	DID8	So	So	p2	p1	Interactionstructuring	chitChatHh			 		Dialogue Structuring		Interactionstructuring	Binding	FPPbase
1502	1502	DID8	what do you what kind of	what do you what kind of  	p2	p1	Selfcorrection	chitChatHh		what what 	what you what do		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1503	1503	DID8	what kind of hobbies are you in	what kind of hobbies are you in	p2	p1	Setquestion	chitChatHh		kind  hobbies	kind hobbies you are		Ta		Setquestion	Binding	FPPbase
1504	1504	DID8	Well	Well	p1	p2	Stalling	chitChatHh		Well	 		Time Management		Stalling	CoOccur	FPPinsert
1505	1505	DID8	i am mother of four	i am mother of four	p1	p2	Answer	chitChatHh		i mother	i mother am		Ta		Answer	Progressive	SPPbase
1506	1506	DID8	so basically i am just real busy with my kids right now in sports	so basically i am just real busy with my kids right now in sports	p1	p2	Answer	chitChatHh		i kids sports	i kids sports am		Ta		Answer	Progressive	SPPbase
1507	1507	DID8	Laughter	Laughter	p2	p1	Autopositive	chitChatHh		Laughter	Laughter 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1508	1508	DID8	and we have a little Halloween talent show tonight	and we have a little Halloween talent show tonight	p1	p2	Inform	chitChatHh		and a talent show tonight	we talent show tonight show have		Ta		Inform	Progressive	FPPinsert
1509	1509	DID8	and inhaling	and inhaling	p1	p2	Turnkeep	chitChatHh		and	 inhaling		Turn Management		Turnkeep	CoOccur	FPPinsert
1510	1510	DID8	I substitute at the schools part time	I substitute at the schools part time	p1	p2	Inform	chitChatHh		I schools part time	I schools part time substitute		Ta		Inform	Progressive	FPPinsert
1511	1511	DID8	Oh	Oh	p2	p1	Turntake	chitChatHh	stalling	Oh	 		Turn Management	Time Management	Turntake	CoOccur	FPPinsert
1512	1512	DID8	that is great	that is great	p2	p1	Autopositive	chitChatHh			that is		Auto Feedback		Autopositive	CoOccur	SPPinsert
1513	1513	DID8	Well	Well	p1	p2	Turntake	chitChatHh	stalling	Well	 		Turn Management	Time Management	Turntake	CoOccur	FPPinsert
1514	1514	DID8	I am a travel agent at heart	I am a travel agent at heart	p1	p2	Inform	chitChatHh		I a travel agent heart	I travel agent heart am		Ta		Inform	Progressive	FPPinsert
1515	1515	DID8	my hobby is just	my hobby is just	p1	p2	Retraction	chitChatHh		hobby	hobby is		Other Communication Management		Retraction	CoOccur	FPPinsert
1516	1516	DID8	I love traveling and being involved in that and finding out more	I love traveling and being involved in that and finding out more	p1	p2	Inform	chitChatHh		I and and	I love traveling being involved finding	being involved in	Ta		Inform	Progressive	FPPinsert
1517	1517	DID8	and and	and and	p1	p2	Stalling	chitChatHh		and and	 		Time Management		Stalling	CoOccur	FPPinsert
1518	1518	DID8	uh	uh	p1	p2	Stalling	chitChatHh		uh	 		Time Management		Stalling	CoOccur	FPPinsert
1519	1519	DID8	but it is real hard to work in the summers and holidays and weekends when you have four children and a husband	but it is real hard to work in the summers and holidays and weekends when you have four children and a husband	p1	p2	Inform	chitChatHh		but summers and  holidays and weekends children and a husband	it summers holidays weekends you children husband children is work have	to work in	Ta		Inform	Progressive	FPPinsert
1520	1520	DID8	so I reluctantly gave that career up and am just substituting at the school	so I reluctantly gave that career up and am just substituting at the school	p1	p2	Inform	chitChatHh		so I career and school	I career school career gave am substituting	am just substituting	Ta		Inform	Progressive	FPPinsert
1521	1521	DID8	No kidding	No kidding	p2	p1	Autopositive	chitChatHh		kidding	kidding 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1522	1522	DID8	so i have been librarian all this week which has been real interesting	so i have been librarian all this week which has been real interesting  	p1	p2	Inform	chitChatHh		so i librarian week 	i librarian week which have been has been	have been librarian has been real	Ta		Inform	Progressive	FPPinsert
1523	1523	DID8	and i am enjoying it	and i am enjoying it  	p1	p2	Inform	chitChatHh		and i 	i it am enjoying	am enjoying it	Ta		Inform	Progressive	FPPinsert
1524	1524	DID8	i am around my kids	i am around my kids  	p1	p2	Inform	chitChatHh		i kids 	i kids am		Ta		Inform	Progressive	FPPinsert
1525	1525	DID8	and	and	p1	p2	Turnkeep	chitChatHh		and	 		Turn Management		Turnkeep	CoOccur	FPPinsert
1526	1526	DID8	that is pretty easy substituting is not it	that is pretty easy substituting is not it	p2	p1	Checkquestion	chitChatHh		substituting	that substituting it is is		Ta		Checkquestion	Binding	FPPbase
1527	1527	DID8	Oh yeah	Oh yeah	p1	p2	Confirm	chitChatHh		Oh yeah	 		Ta		Confirm	Progressive	SPPbase
1528	1528	DID8	yeah	yeah	p1	p2	Confirm	chitChatHh		yeah	 		Ta		Confirm	Progressive	SPPbase
1529	1529	DID8	Laughter	Laughter	p2	p1	Autopositive	chitChatHh		Laughter	Laughter 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1530	1530	DID8	it is great	it is great	p1	p2	Inform	chitChatHh			it is		Ta		Inform	Progressive	FPPinsert
1531	1531	DID8	it is great	it is great	p1	p2	Inform	chitChatHh			it is		Ta		Inform	Progressive	FPPinsert
1532	1532	DID8	and what else do I do	and what else do I do	p1	p2	Interactionstructuring	chitChatHh		and what I	what I what do do	do I do	Dialogue Structuring		Interactionstructuring	Binding	FPPbase
1533	1533	DID8	I do lots of cross stitching when I have time	I do lots of cross stitching when I have time	p1	p2	Answer	chitChatHh		I lots cross stitching I time	I lots cross stitching I time lots time do have		Ta		Answer	Progressive	SPPbase
1534	1534	DID8	Ooh	Ooh	p2	p1	Autopositive	chitChatHh			 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1535	1535	DID8	and I enter things in our little state fair	and I enter things in our little state fair	p1	p2	Inform	chitChatHh		and I things state	I things state things enter		Ta		Inform	Progressive	FPPinsert
1536	1536	DID8	and that is pretty fun	and that is pretty fun	p1	p2	Inform	chitChatHh		and	that is		Ta		Inform	Progressive	FPPinsert
1537	1537	DID8	that is great	that is great	p2	p1	Autopositive	chitChatHh			that is		Auto Feedback		Autopositive	CoOccur	SPPinsert
1538	1538	DID8	Well but	Well but	p1	p2	Turntake	chitChatHh		Well but	 		Turn Management		Turntake	CoOccur	FPPinsert
1539	1539	DID8	actually my hobbies mostly is my sports Tennis	actually my hobbies mostly is my sports Tennis	p1	p2	Inform	chitChatHh		hobbies  sports Tennis	hobbies sports Tennis is		Ta		Inform	Progressive	FPPinsert
1540	1540	DID8	is mostly is	is mostly is	p1	p2	Selfcorrection	chitChatHh			 is is		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1541	1541	DID8	I play tennis	I play tennis	p1	p2	Inform	chitChatHh		I tennis	I tennis tennis play		Ta		Inform	Progressive	FPPinsert
1542	1542	DID8	Ooh	Ooh	p2	p1	Turntake	chitChatHh	stalling		 		Turn Management	Time Management	Turntake	CoOccur	FPPinsert
1543	1543	DID8	I love tennis too	I love tennis too	p2	p1	Inform	chitChatHh		I tennis	I tennis tennis love		Ta		Inform	Progressive	FPPinsert
1544	1544	DID8	Ooh	Ooh	p1	p2	Autopositive	chitChatHh			 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1545	1545	DID8	do you	do you	p1	p2	Propositionalquestion	chitChatHh			 you do		Ta		Propositionalquestion	Binding	FPPbase
1546	1546	DID8	and I ski	and I ski	p2	p1	Inform	chitChatHh		and I	I ski		Ta		Inform	Progressive	FPPinsert
1547	1547	DID8	ski ski	ski ski	p2	p1	Stalling	chitChatHh		ski	ski ski		Time Management		Stalling	CoOccur	FPPinsert
1548	1548	DID8	do you ski	do you ski	p2	p1	Propositionalquestion	chitChatHh			you do ski	do you ski	Ta		Propositionalquestion	Binding	FPPbase
1549	1549	DID8	Yes	Yes	p1	p2	Answer	chitChatHh		Yes	 		Ta		Answer	Progressive	SPPbase
1550	1550	DID8	we snow ski	we snow ski	p1	p2	Inform	chitChatHh		ski	we ski snow		Ta		Inform	Progressive	FPPinsert
1551	1551	DID8	We snow ski at Mount Bachelor mostly in Oregon	We snow ski at Mount Bachelor mostly in Oregon	p1	p2	Inform	chitChatHh		ski	We ski snow		Ta		Inform	Progressive	FPPinsert
1552	1552	DID8	Uh	Uh	p2	p1	Turntake	chitChatHh	stalling	Uh	 		Turn Management	Time Management	Turntake	CoOccur	FPPinsert
1553	1553	DID8	that is great	that is great	p2	p1	Autopositive	chitChatHh			that is		Auto Feedback		Autopositive	CoOccur	SPPinsert
1554	1554	DID8	have you ever been there	have you ever been there	p1	p2	Propositionalquestion	chitChatHh			you have been	have you ever	Ta		Propositionalquestion	Binding	FPPbase
1555	1555	DID8	No	No	p2	p1	Answer	chitChatHh		No	 		Ta		Answer	Progressive	SPPbase
1556	1556	DID8	uh	uh	p2	p1	Stalling	chitChatHh		uh	 		Time Management		Stalling	CoOccur	FPPinsert
1557	1557	DID8	Wonderful place	Wonderful place	p1	p2	Inform	chitChatHh		place	place 		Ta		Inform	Progressive	FPPinsert
1558	1558	DID8	i have skied in Colorado	i have skied in Colorado	p2	p1	Inform	chitChatHh		i	i have skied	have skied in	Ta		Inform	Progressive	FPPinsert
1559	1559	DID8	and	and	p2	p1	Turnkeep	chitChatHh		and	 		Turn Management		Turnkeep	CoOccur	FPPinsert
1560	1560	DID8	we usually go to New Mexico because it is a little cheaper	we usually go to New Mexico because it is a little cheaper	p2	p1	Inform	chitChatHh		a	we it go is		Ta		Inform	Progressive	FPPinsert
1561	1561	DID8	Ooh	Ooh	p1	p2	Autopositive	chitChatHh			 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1562	1562	DID8	you know	you know	p2	p1	Feedbackelicitation	chitChatHh			you know		Allo Feedback		Feedbackelicitation	CoOccur	SPPinsert
1563	1563	DID8	Uh huh	Uh huh	p1	p2	Autopositive	chitChatHh		Uh huh	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1564	1564	DID8	Where in Colorado	Where in Colorado	p1	p2	Setquestion	chitChatHh			 		Ta		Setquestion	Binding	FPPbase
1565	1565	DID8	i have been to Telluride which is on the west side	i have been to Telluride which is on the west side	p2	p1	Answer	chitChatHh		i side	i which side have been is	have been to	Ta		Answer	Progressive	SPPbase
1566	1566	DID8	Yes	Yes	p1	p2	Autopositive	chitChatHh		Yes	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1567	1567	DID8	yes	yes	p1	p2	Autopositive	chitChatHh		yes	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1568	1568	DID8	and	and	p2	p1	Turnkeep	chitChatHh		and	 		Turn Management		Turnkeep	CoOccur	FPPinsert
1569	1569	DID8	uh	uh	p2	p1	Stalling	chitChatHh		uh	 		Time Management		Stalling	CoOccur	FPPinsert
1570	1570	DID8	Copper	Copper	p2	p1	Answer	chitChatHh		Copper	Copper 		Ta		Answer	Progressive	SPPbase
1571	1571	DID8	Copper is kind of my favorite up there	Copper is kind of my favorite up there	p2	p1	Inform	chitChatHh		Copper	Copper is		Ta		Inform	Progressive	FPPinsert
1572	1572	DID8	Really	Really	p1	p2	Autopositive	chitChatHh			 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1573	1573	DID8	Breckenridge	Breckenridge	p2	p1	Answer	chitChatHh			 		Ta		Answer	Progressive	SPPbase
1574	1574	DID8	Uh huh	Uh huh	p1	p2	Autopositive	chitChatHh		Uh huh	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1575	1575	DID8	and Keystone	and Keystone	p2	p1	Answer	chitChatHh		and	 		Ta		Answer	Progressive	SPPbase
1576	1576	DID8	I guess those are the only places i have skied up there	I guess those are the only places i have skied up there	p2	p1	Inform	chitChatHh		I places i	I those places i guess are have skied	have skied up	Ta		Inform	Progressive	FPPinsert
1577	1577	DID8	I would love I can hardly wait to get	I would love I can hardly wait to get	p1	p2	Selfcorrection	chitChatHh		I I	I I would love can wait get		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1578	1578	DID8	I can hardly wait to get up there	I can hardly wait to get up there	p1	p2	Inform	chitChatHh		I	I can wait get	can hardly wait to get up	Ta		Inform	Progressive	FPPinsert
1579	1579	DID8	Me too	Me too	p2	p1	Inform	chitChatHh			 		Ta		Inform	Progressive	FPPinsert
1580	1580	DID8	You guys are you guys	You guys are you guys	p2	p1	Selfcorrection	chitChatHh		guys guys	guys guys are		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1581	1581	DID8	are you guys getting snow	are you guys getting snow	p2	p1	Propositionalquestion	chitChatHh		guys snow	guys snow snow are getting	are you guys	Ta		Propositionalquestion	Binding	FPPbase
1582	1582	DID8	We	We	p1	p2	Retraction	chitChatHh			 		Other Communication Management		Retraction	CoOccur	FPPinsert
1583	1583	DID8	it is snowing right now	it is snowing right now	p1	p2	Answer	chitChatHh			it is snowing	is snowing right	Ta		Answer	Progressive	SPPbase
1584	1584	DID8	we are to get one to three inches tonight	we are to get one to three inches tonight	p1	p2	Inform	chitChatHh		inches tonight	we inches tonight inches are get	to get one	Ta		Inform	Progressive	FPPinsert
1585	1585	DID8	Laughter Oh gee	Laughter Oh gee	p2	p1	Autopositive	chitChatHh		Laughter Oh gee	Laughter 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1586	1586	DID8	I heard Aspen got three feet	I heard Aspen got three feet	p2	p1	Inform	chitChatHh		I feet	I Aspen feet feet heard got		Ta		Inform	Progressive	FPPinsert
1587	1587	DID8	Oh yeah	Oh yeah	p1	p2	Autopositive	chitChatHh		Oh yeah	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1588	1588	DID8	well	well	p1	p2	Turnkeep	chitChatHh	stalling	well	 		Turn Management	Time Management	Turnkeep	CoOccur	FPPinsert
1589	1589	DID8	we are we are	we are we are	p1	p2	Selfcorrection	chitChatHh			we we are are		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1590	1590	DID8	we are on the dry side of the mountains	we are on the dry side of the mountains	p1	p2	Inform	chitChatHh		side mountains	we side mountains are		Ta		Inform	Progressive	FPPinsert
1591	1591	DID8	Seattle is only about two and a half hours	Seattle is only about two and a half hours	p1	p2	Inform	chitChatHh		and a half hours	Seattle half hours is		Ta		Inform	Progressive	FPPinsert
1592	1592	DID8	so of course i am a real Sea hawks fan	so of course i am a real Sea hawks fan	p1	p2	Inform	chitChatHh		so course i a hawks fan	course i hawks fan am		Ta		Inform	Progressive	FPPinsert
1593	1593	DID8	Yeah	Yeah	p2	p1	Autopositive	chitChatHh		Yeah	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1594	1594	DID8	and	and	p1	p2	Turntake	chitChatHh		and	 		Turn Management		Turntake	CoOccur	FPPinsert
1595	1595	DID8	um	um	p1	p2	Stalling	chitChatHh		um	 		Time Management		Stalling	CoOccur	FPPinsert
1596	1596	DID8	going over that pass is just a real nightmare	going over that pass is just a real nightmare	p1	p2	Inform	chitChatHh		pass a nightmare	pass nightmare going is		Ta		Inform	Progressive	FPPinsert
1597	1597	DID8	I can imagine my lord	I can imagine my lord	p2	p1	Autopositive	chitChatHh		I lord	I lord lord can imagine	can imagine my	Auto Feedback		Autopositive	CoOccur	SPPinsert
1598	1598	DID8	And	And	p1	p2	Turntake	chitChatHh		And	 		Turn Management		Turntake	CoOccur	FPPinsert
1599	1599	DID8	um so	um so	p1	p2	Stalling	chitChatHh		um	 		Time Management		Stalling	CoOccur	FPPinsert
1600	1600	DID8	and we are on the colder side	and we are on the colder side	p1	p2	Inform	chitChatHh		and side	we side are		Ta		Inform	Progressive	FPPinsert
1601	1601	DID8	they are on the rainy side	they are on the rainy side	p1	p2	Inform	chitChatHh		side	they side are		Ta		Inform	Progressive	FPPinsert
1602	1602	DID8	we are on the snowy side	we are on the snowy side	p1	p2	Inform	chitChatHh		side	we side are		Ta		Inform	Progressive	FPPinsert
1603	1603	DID8	and	and	p1	p2	Turnkeep	chitChatHh		and	 		Turn Management		Turnkeep	CoOccur	FPPinsert
1604	1604	DID8	um	um	p1	p2	Stalling	chitChatHh		um	 		Time Management		Stalling	CoOccur	FPPinsert
1605	1605	DID8	we we	we we	p1	p2	Stalling	chitChatHh			 		Time Management		Stalling	CoOccur	FPPinsert
1606	1606	DID8	we ski	we ski	p1	p2	Inform	chitChatHh			we ski		Ta		Inform	Progressive	FPPinsert
1607	1607	DID8	My my	My my	p1	p2	Stalling	chitChatHh			 		Time Management		Stalling	CoOccur	FPPinsert
1608	1608	DID8	my children all ski	my children all ski	p1	p2	Inform	chitChatHh		children	children ski		Ta		Inform	Progressive	FPPinsert
1609	1609	DID8	Oh super	Oh super	p2	p1	Autopositive	chitChatHh		Oh	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1610	1610	DID8	we have we have	we have we have	p1	p2	Selfcorrection	chitChatHh			we we have have		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1611	1611	DID8	and we have been to Whistler in Canada which is just a marvelous place	and we have been to Whistler in Canada which is just a marvelous place  	p1	p2	Inform	chitChatHh		and  a place 	we which place have been is	have been to	Ta		Inform	Progressive	FPPinsert
1612	1612	DID8	Whistler and Black Home spelled phonetically is in Canada	Whistler and Black Home spelled phonetically is in Canada	p1	p2	Inform	chitChatHh		and	Whistler spelled is		Ta		Inform	Progressive	FPPinsert
1613	1613	DID8	and then we have gone to Sun Valley several times	and then we have gone to Sun Valley several times	p1	p2	Inform	chitChatHh		and times	we times have gone	have gone to	Ta		Inform	Progressive	FPPinsert
1614	1614	DID8	that is just a great place	that is just a great place	p1	p2	Inform	chitChatHh		a place	that place is		Ta		Inform	Progressive	FPPinsert
1615	1615	DID8	But not in Colorado	But not in Colorado	p1	p2	Inform	chitChatHh		But	 		Ta		Inform	Progressive	FPPinsert
1616	1616	DID8	a just a	a just a	p1	p2	Selfcorrection	chitChatHh		a a	 		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1617	1617	DID8	not in Colorado	not in Colorado	p1	p2	Selfcorrection	chitChatHh			 		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1618	1618	DID8	since I was in college since I went to school	since I was in college since I went to school	p1	p2	Selfcorrection	chitChatHh		I college I school	I college I school was went		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1619	1619	DID8	What about Utah	What about Utah	p2	p1	Setquestion	chitChatHh		What	What 		Ta		Setquestion	Binding	FPPbase
1620	1620	DID8	Have not been there	Have not been there	p1	p2	Answer	chitChatHh			 Have been	Have not been	Ta		Answer	Progressive	SPPbase
1621	1621	DID8	I keep hearing these marvelous things about Dear Valley and City	I keep hearing these marvelous things about Dear Valley and City	p1	p2	Inform	chitChatHh		I things and	I things things keep hearing		Ta		Inform	Progressive	FPPinsert
1622	1622	DID8	Yeah	Yeah	p2	p1	Autopositive	chitChatHh		Yeah	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1623	1623	DID8	Have not either	Have not either	p2	p1	Inform	chitChatHh			 Have		Ta		Inform	Progressive	FPPinsert
1624	1624	DID8	and	and	p1	p2	Turnkeep	chitChatHh		and	 		Turn Management		Turnkeep	CoOccur	FPPinsert
1625	1625	DID8	um	um	p1	p2	Stalling	chitChatHh		um	 		Time Management		Stalling	CoOccur	FPPinsert
1626	1626	DID8	um	um	p1	p2	Turnkeep	chitChatHh	stalling	um	 		Turn Management	Time Management	Turnkeep	CoOccur	FPPinsert
1627	1627	DID8	Always want to go to Canada to Banff or somewhere like that	Always want to go to Canada to Banff or somewhere like that	p2	p1	Inform	chitChatHh		or	 want go	to go to	Ta		Inform	Progressive	FPPinsert
1628	1628	DID8	Ooh yes	Ooh yes	p1	p2	Autopositive	chitChatHh		Ooh yes	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1629	1629	DID8	And your kids all ski	And your kids all ski	p1	p2	Propositionalquestion	chitChatHh		And kids	kids ski		Ta		Propositionalquestion	Binding	FPPbase
1630	1630	DID8	Uh	Uh	p2	p1	Turntake	chitChatHh	stalling	Uh	 		Turn Management	Time Management	Turntake	CoOccur	FPPinsert
1631	1631	DID8	not all of them	not all of them	p2	p1	Answer	chitChatHh			 		Ta		Answer	Progressive	SPPbase
1632	1632	DID8	Uh huh	Uh huh	p1	p2	Autopositive	chitChatHh		Uh huh	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1633	1633	DID8	My kids are all grown	My kids are all grown	p2	p1	Inform	chitChatHh		kids	kids are grown		Ta		Inform	Progressive	FPPinsert
1634	1634	DID8	But my youngest son is a skier	But my youngest son is a skier	p2	p1	Inform	chitChatHh		But son a skier	son skier is		Ta		Inform	Progressive	FPPinsert
1635	1635	DID8	Really	Really	p1	p2	Autopositive	chitChatHh			 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1636	1636	DID8	that is great	that is great	p1	p2	Autopositive	chitChatHh			that is		Auto Feedback		Autopositive	CoOccur	SPPinsert
1637	1637	DID8	Well	Well	p1	p2	Turnkeep	chitChatHh	stalling	Well	 		Turn Management	Time Management	Turnkeep	CoOccur	FPPinsert
1638	1638	DID8	my boys are at the point where they scare their mommy to death	my boys are at the point where they scare their mommy to death	p1	p2	Inform	chitChatHh		boys point mommy death	boys point they mommy death mommy are scare		Ta		Inform	Progressive	FPPinsert
1639	1639	DID8	Uh huh	Uh huh	p2	p1	Autopositive	chitChatHh		Uh huh	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1640	1640	DID8	When they are skiing they are fearless	When they are skiing they are fearless	p1	p2	Inform	chitChatHh			they they are skiing are	are skiing they	Ta		Inform	Progressive	FPPinsert
1641	1641	DID9	hello again	hello again	p1	p2	Opening	chitChatHh	initialgreeting	hello	 		Dialogue Structuring	 Social Obligation Management	Opening	Binding	FPPpre
1642	1642	DID9	hello	hello	p2	p1	Opening	chitChatHh	returnGreeting 	hello	 		Dialogue Structuring	 Social Obligation Management	Opening	Binding	FPPpre
1643	1643	DID9	ready to start with the next round	ready to start with the next round	p1	p2	Checkquestion	chitChatHh		round	round start	to start with	Dialogue Structuring		Checkquestion	Binding	FPPbase
1644	1644	DID9	mhm	mhm	p2	p1	Confirm	chitChatHh		mhm	 		Dialogue Structuring		Confirm	Progressive	SPPbase
1645	1645	DID9	alright	alright	p1	p2	Autopositive	chitChatHh	alloPositive 	alright	 		Auto Feedback	 Allo Feedback	Autopositive	CoOccur	SPPinsert
1646	1646	DID9	do you still remember all of the rules	do you still remember all of the rules	p1	p2	Propositionalquestion	chitChatHh		rules	you rules all do remember	do you still	Task Management		Propositionalquestion	Binding	FPPbase
1647	1647	DID9	yes	yes	p2	p1	Propositionalanswer	chitChatHh		yes	 		Task Management		Propositionalanswer	Progressive	SPPbase
1648	1648	DID9	great	great	p1	p2	Autopositive	chitChatHh	alloPositive 		 		Auto Feedback	 Allo Feedback	Autopositive	CoOccur	SPPinsert
1649	1649	DID9	alright	alright	p1	p2	Interactionstructuring	chitChatHh		alright	 		Dialogue Structuring		Interactionstructuring	Binding	FPPbase
1650	1650	DID9	uhm	uhm	p1	p2	Turnkeep	chitChatHh	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1651	1651	DID9	lets get started then	lets get started then	p1	p2	Suggest	chitChatHh		lets	lets get started	get started then	Dialogue Structuring		Suggest	Binding	FPPbase
1652	1652	DID9	what is your first question	what is your first question	p1	p2	Setquestion	chitChatHh	request	what question	what question is		Ta	 Task Management	Setquestion	Binding	FPPbase
1653	1653	DID9	uh	uh	p2	p1	Turnaccept	chitChatHh	stalling	uh	 		Turn Management	 Time Management	Turnaccept	Progressive	FPPinsert
1654	1654	DID9	uhm	uhm	p2	p1	Turnkeep	chitChatHh	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
